cluster_id,cluster_size,classification_type,identity,representative_seqid,blast_quality,predicted_otu,pred_domain,pred_kingdom,pred_phylum,pred_class,pred_order,pred_family,pred_genus,pred_species
1055,3,known_species,100.0,KT184334.1,good,Eimeria ahsata,Eukaryota,,Sar,,,,Eimeria,Eimeria ahsata
1056,4,known_species,100.0,AF342750.1,good,Rhodosorus marinus,,,,,,,Rhodosorus,Rhodosorus marinus
1057,2,known_species,100.0,KJ887470.1,good,Uncinorhynchus flavidus,Eukaryota,Opisthokonta,Platyhelminthes,,,,Uncinorhynchus,Uncinorhynchus flavidus
1058,2,known_species,100.0,KJ461252.1,good,Paraplea frontalis,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hemiptera,,Paraplea,Paraplea frontalis
1059,2,known_species,100.0,EF202852.1,good,Fukuyoa yasumotoi,,,,,,,Fukuyoa,Fukuyoa yasumotoi
1060,2,known_species,100.0,AY705962.1,good,Sparassis crispa,Eukaryota,Opisthokonta,Basidiomycota,Agaricomycetes,Polyporales,,Sparassis,Sparassis crispa
1061,4,known_species,100.0,KJ461260.1,good,Salda littoralis,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hemiptera,,Salda,Salda littoralis
1062,2,known_species,100.0,KY911199.1,good,Adrisa magna,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hemiptera,,Adrisa,Adrisa magna
1063,2,known_species,100.0,AB915874.1,good,Allodekkera sacchari,Eukaryota,Opisthokonta,Ascomycota,,,,Allodekkera,Allodekkera sacchari
1064,3,known_species,100.0,GQ229038.1,good,Echinoderes lanceolatus,Eukaryota,Opisthokonta,,,,,Echinoderes,Echinoderes lanceolatus
1065,3,known_species,100.0,KF182469.1,good,Petrochirus diogenes,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Decapoda,,Petrochirus,Petrochirus diogenes
1066,3,known_species,100.0,KM486138.1,good,Chilenodes australis,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Chilenodes,Chilenodes australis
1067,2,known_species,100.0,JF346235.1,good,Parapontocaris aspera,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Decapoda,,Parapontocaris,Parapontocaris aspera
1068,4,known_species,100.0,JN540536.1,good,Aliatypus thompsoni,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Aliatypus,Aliatypus thompsoni
1069,4,known_species,100.0,AB265964.1,good,Gymnodinium microreticulatum,Eukaryota,,Sar,,,,Gymnodinium,Gymnodinium microreticulatum
1070,2,known_species,100.0,AF474301.1,good,Myrianida dentalia,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Myrianida,Myrianida dentalia
1071,3,known_species,100.0,KF733755.1,good,Cultellothrix coemeterii,Eukaryota,,Sar,Intramacronucleata,,,Cultellothrix,Cultellothrix coemeterii
1072,2,known_species,100.0,KJ636232.1,good,Punctodora ratzeburgensis,,,,,,,Punctodora,Punctodora ratzeburgensis
1073,2,known_species,100.0,EU702423.1,good,Plakortis angulospiculatus,Eukaryota,Opisthokonta,Porifera,,,,Plakortis,Plakortis angulospiculatus
1074,4,known_species,100.0,X98837.1,good,Lepisosteus osseus,Eukaryota,Opisthokonta,Chordata,Actinopterygii,,,Lepisosteus,Lepisosteus osseus
1075,2,known_species,100.0,AJ287556.1,good,Paragonimus westermani,Eukaryota,Opisthokonta,Platyhelminthes,Trematoda,,,Paragonimus,Paragonimus westermani
1076,3,known_species,100.0,HM245352.1,good,Botryococcus braunii,,,,,,,Botryococcus,Botryococcus braunii
1077,5,known_species,100.0,JN170187.1,good,Bembidion interventor,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion interventor
1078,4,known_species,100.0,AY284773.1,good,Clavicaudoides trophurus,Eukaryota,Opisthokonta,Nematoda,,,,Clavicaudoides,Clavicaudoides trophurus
1079,4,known_species,100.0,AY545723.1,good,Balansia henningsiana,Eukaryota,Opisthokonta,Ascomycota,Sordariomycetes,Hypocreales,,Balansia,Balansia henningsiana
1080,3,known_species,100.0,HM194788.1,good,Atolla wyvillei,Eukaryota,Opisthokonta,Cnidaria,,,,Atolla,Atolla wyvillei
1081,2,known_species,100.0,JX310366.1,good,Sinistrostrombidium cupiformum,Eukaryota,,Sar,Intramacronucleata,,,Sinistrostrombidium,Sinistrostrombidium cupiformum
1082,3,known_species,100.0,KY054990.1,good,Prymnesium pienaarii,Eukaryota,Haptista,,,,,Prymnesium,Prymnesium pienaarii
1083,2,known_species,100.0,KY857883.1,good,Heth tuxtlensis,Eukaryota,Opisthokonta,Nematoda,,,,Heth,Heth tuxtlensis
1084,4,known_species,100.0,AB831890.1,good,Discostella woltereckii,Eukaryota,,Sar,,,,Discostella,Discostella woltereckii
1085,2,known_species,100.0,MG594296.1,good,Spinitectus macrospinosus,Eukaryota,Opisthokonta,Nematoda,,,,Spinitectus,Spinitectus macrospinosus
1086,6,known_species,100.0,KT753544.1,good,Vermeijius pallidus,Eukaryota,Opisthokonta,Mollusca,Gastropoda,Neogastropoda,,Vermeijius,Vermeijius pallidus
1087,2,known_species,100.0,KU513550.1,good,Hoplotylus femina,Eukaryota,Opisthokonta,Nematoda,,,,Hoplotylus,Hoplotylus femina
1088,2,known_species,100.0,AF245266.1,good,Talaromyces phialosporus,Eukaryota,Opisthokonta,Ascomycota,,,,Talaromyces,Talaromyces phialosporus
1089,5,known_species,100.0,KT722414.1,good,Opercularella lacerata,Eukaryota,Opisthokonta,Cnidaria,,,,Opercularella,Opercularella lacerata
1090,2,known_species,100.0,DQ367419.1,good,Lyophyllum decastes,Eukaryota,Opisthokonta,Basidiomycota,Agaricomycetes,Agaricales,,Lyophyllum,Lyophyllum decastes
1091,5,known_species,100.0,AJ246269.1,good,Prymnesium parvum,Eukaryota,Haptista,,,,,Prymnesium,Prymnesium parvum
1092,2,known_species,100.0,AB018149.1,good,Groenewaldozyma salmanticensis,Eukaryota,Opisthokonta,Ascomycota,,,,Groenewaldozyma,Groenewaldozyma salmanticensis
1093,2,known_species,100.0,DQ525623.1,good,Glaciozyma antarctica,Eukaryota,Opisthokonta,Basidiomycota,,,,Glaciozyma,Glaciozyma antarctica
1094,3,known_species,100.0,AY508016.1,good,Bursaphelenchus fungivorus,Eukaryota,Opisthokonta,Nematoda,,,,Bursaphelenchus,Bursaphelenchus fungivorus
1095,3,known_species,100.0,AY133474.1,good,Holothuria impatiens,Eukaryota,Opisthokonta,Echinodermata,,,,Holothuria,Holothuria impatiens
1096,2,known_species,100.0,KJ567607.1,good,Tokophrya huangmeiensis,Eukaryota,,Sar,Intramacronucleata,,,Tokophrya,Tokophrya huangmeiensis
1097,5,known_species,100.0,HQ392522.1,good,Hydra vulgaris,,,,,,,Hydra,Hydra vulgaris
1098,2,known_species,100.0,AB466292.1,good,Polykrikos kofoidii,Eukaryota,,Sar,,,,Polykrikos,Polykrikos kofoidii
1099,4,known_species,100.0,FJ969141.1,good,Stenonchulus troglodytes,Eukaryota,Opisthokonta,Nematoda,,,,Stenonchulus,Stenonchulus troglodytes
1100,3,known_species,100.0,AY620254.1,good,Metromonas simplex,Eukaryota,,Sar,,,,Metromonas,Metromonas simplex
1101,2,known_species,100.0,EU190867.1,good,Macrodactyla doreensis,Eukaryota,Opisthokonta,Cnidaria,,,,Heteractis,Macrodactyla doreensis
1102,4,known_species,100.0,JQ639763.1,good,Peridinium palatinum,Eukaryota,,Sar,,,,Peridinium,Peridinium palatinum
1103,2,known_species,100.0,FJ040487.1,good,Dintheria tenuissima,Eukaryota,Opisthokonta,Nematoda,,,,Dintheria,Dintheria tenuissima
1104,3,known_species,100.0,LC032468.1,good,Rhogostoma minus,Eukaryota,,Sar,,,,Rhogostoma,Rhogostoma minus
1105,3,known_species,100.0,AY103190.1,good,Uronema elegans,Eukaryota,,Sar,Intramacronucleata,,,Uronema,Uronema elegans
1106,4,known_species,100.0,DQ831029.2,good,Puccinia poarum,Eukaryota,Opisthokonta,Basidiomycota,,,,Puccinia,Puccinia poarum
1107,3,known_species,100.0,AY284809.1,good,Paraxonchium laetificans,Eukaryota,Opisthokonta,Nematoda,,,,Paraxonchium,Paraxonchium laetificans
1108,5,known_species,100.0,AB018148.1,good,Middelhovenomyces petrohuensis,,,,,,,Middelhovenomyces,Middelhovenomyces petrohuensis
1109,3,known_species,100.0,AY425316.1,good,Micromonas pusilla,,,,,,,Micromonas,Micromonas pusilla
1110,2,known_species,100.0,AF368517.1,good,Eryniopsis caroliniana,Eukaryota,Opisthokonta,,,,,Eryniopsis,Eryniopsis caroliniana
1111,3,known_species,100.0,JF293009.1,good,Drepanogigas albolineatus,Eukaryota,Opisthokonta,,,,,Drepanogigas,Drepanogigas albolineatus
1112,4,known_species,100.0,AY702705.1,good,Hovorkonema variegatum,Eukaryota,Opisthokonta,Nematoda,,,,Hovorkonema,Hovorkonema variegatum
1113,2,known_species,100.0,AY627020.1,good,Caligus elongatus,Eukaryota,Opisthokonta,Arthropoda,,,,Caligus,Caligus elongatus
1114,2,known_species,100.0,AB998884.1,good,Protocystis vicina,Eukaryota,,Sar,,,,Protocystis,Protocystis vicina
1115,5,known_species,100.0,KJ461283.1,good,Hebrus nipponicus,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hemiptera,,Hebrus,Hebrus nipponicus
1116,2,known_species,100.0,DQ514865.1,good,Thalassiosira anguste-lineata,Eukaryota,,Sar,,,,Thalassiosira,Thalassiosira anguste-lineata
1117,3,known_species,100.0,KY016462.1,good,Neato beerwah,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Neato,Neato beerwah
1118,2,known_species,100.0,FJ409611.1,good,Cinctipora elegans,Eukaryota,Opisthokonta,Bryozoa,,,,Cinctipora,Cinctipora elegans
1119,4,known_species,100.0,KF417671.1,good,Mayamaea atomus,,,,,,,Mayamaea,Mayamaea atomus
1120,2,known_species,100.0,FJ876973.1,good,Mesodinium pulex,,,,,,,Mesodinium,Mesodinium pulex
1121,5,known_species,100.0,JX566453.1,good,Cryphodera sinensis,Eukaryota,Opisthokonta,Nematoda,,,,Cryphodera,Cryphodera sinensis
1122,6,known_species,100.0,KF828154.1,good,Enoplometopus daumi,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Decapoda,,Enoplometopus,Enoplometopus daumi
1123,5,known_species,100.0,KC529494.1,good,Olisthanella truncula,,,,,,,Olisthanella,Olisthanella truncula
1124,2,known_species,100.0,FJ977643.1,good,Hemitoma octoradiata,Eukaryota,Opisthokonta,Mollusca,Gastropoda,,,Hemitoma,Hemitoma octoradiata
1125,3,known_species,100.0,AF294911.1,good,Zygoascus bituminiphila,Eukaryota,Opisthokonta,Ascomycota,,,,Zygoascus,Zygoascus bituminiphila
1126,2,known_species,100.0,LC007043.1,good,Echinoderes aureus,Eukaryota,Opisthokonta,,,,,Echinoderes,Echinoderes aureus
1127,2,known_species,100.0,EU241866.1,good,Pseudosuccinea columella,,,,,,,Pseudosuccinea,Pseudosuccinea columella
1128,3,known_species,100.0,KM020124.1,good,Neochlorosarcina negevensis,Eukaryota,Viridiplantae,Chlorophyta,,,,Neochlorosarcina,Neochlorosarcina negevensis
1129,7,known_species,100.0,AY212805.1,good,Dexiotrichides pangi,Eukaryota,,Sar,Intramacronucleata,,,Dexiotrichides,Dexiotrichides pangi
1130,3,known_species,100.0,KJ887465.1,good,Cicerina tetradactyla,Eukaryota,Opisthokonta,Platyhelminthes,,,,Cicerina,Cicerina tetradactyla
1131,2,known_species,100.0,KY922136.1,good,Proteonematalycus wagneri,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Proteonematalycus,Proteonematalycus wagneri
1132,2,known_species,100.0,AY489680.1,good,Stachybotrys chlorohalonata,Eukaryota,Opisthokonta,Ascomycota,Sordariomycetes,Hypocreales,,Stachybotrys,Stachybotrys chlorohalonata
1133,2,known_species,100.0,KY886364.1,good,Brachionus calyciflorus,Eukaryota,Opisthokonta,,,,,Brachionus,Brachionus calyciflorus
1134,3,known_species,100.0,AB430600.1,good,Grammatophora marina,Eukaryota,,Sar,,,,Grammatophora,Grammatophora marina
1135,2,known_species,100.0,AF115994.1,good,Myzobdella lugubris,Eukaryota,Opisthokonta,Annelida,Clitellata,,,Myzobdella,Myzobdella lugubris
1136,3,known_species,100.0,JN680934.1,good,Tubulipora lobifera,Eukaryota,Opisthokonta,Bryozoa,,,,Tubulipora,Tubulipora lobifera
1137,3,known_species,100.0,KP215301.1,good,Macrobrachium aemulum,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Decapoda,,Macrobrachium,Macrobrachium aemulum
1138,3,known_species,100.0,AY830152.1,good,Acanthocephalus lucii,Eukaryota,Opisthokonta,,,,,Acanthocephalus,Acanthocephalus lucii
1139,2,known_species,100.0,Z22850.1,good,Stenocypris major,Eukaryota,Opisthokonta,Arthropoda,,,,Stenocypris,Stenocypris major
1140,4,known_species,100.0,AY485444.1,good,Ditylum brightwellii,Eukaryota,,Sar,,,,Ditylum,Ditylum brightwellii
1141,3,known_species,100.0,AF206868.1,good,Bixa orellana,Eukaryota,Viridiplantae,Streptophyta,,,,Bixa,Bixa orellana
1142,2,known_species,100.0,AJ276084.2,good,Rhizophagus clarus,Eukaryota,Opisthokonta,,,,,Rhizophagus,Rhizophagus clarus
1143,2,known_species,100.0,KU975378.1,good,Alofia merki,Eukaryota,Opisthokonta,Arthropoda,,,,Alofia,Alofia merki
1144,2,known_species,100.0,KC902271.1,good,Dysidea etheria,Eukaryota,Opisthokonta,Porifera,,,,Dysidea,Dysidea etheria
1145,4,known_species,100.0,KJ887412.1,good,Scanorhynchus forcipatus,Eukaryota,Opisthokonta,Platyhelminthes,,,,Scanorhynchus,Scanorhynchus forcipatus
1146,3,known_species,100.0,AF280076.1,good,Voromonas pontica,,,,,,,Voromonas,Voromonas pontica
1147,7,known_species,100.0,GQ214552.1,good,Glauconema trihymene,Eukaryota,,Sar,Intramacronucleata,,,Glauconema,Glauconema trihymene
1148,3,known_species,100.0,FJ177466.1,good,Metarhizium anisopliae,,,,,,,Metarhizium,Metarhizium anisopliae
1149,8,known_species,100.0,U70792.1,good,Chlamydomonas zebra,Eukaryota,Viridiplantae,Chlorophyta,,,,Chlamydomonas,Chlamydomonas zebra
1150,3,known_species,100.0,AY748183.1,good,Sphindus dubius,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Sphindus,Sphindus dubius
1151,7,known_species,100.0,AB158375.1,good,Nephroselmis spinosa,Eukaryota,Viridiplantae,Chlorophyta,,,,Nephroselmis,Nephroselmis spinosa
1152,2,known_species,100.0,AY284670.1,good,Heterocephalobus elongatus,,,,,,,Heterocephalobus,Heterocephalobus elongatus
1153,4,known_species,100.0,DQ514878.1,good,Thalassiosira oceanica,Eukaryota,,Sar,,,,Thalassiosira,Thalassiosira oceanica
1154,2,known_species,100.0,AY662668.1,good,Boletinellus merulioides,Eukaryota,Opisthokonta,Basidiomycota,Agaricomycetes,,,Boletinellus,Boletinellus merulioides
1155,4,known_species,100.0,AB007370.1,good,Chlamydomonas tetragama,Eukaryota,Viridiplantae,Chlorophyta,,,,Chlamydomonas,Chlamydomonas tetragama
1156,8,known_species,100.0,AF135200.1,good,Epistephium subrepens,Eukaryota,Viridiplantae,Streptophyta,,,,Epistephium,Epistephium subrepens
1157,3,known_species,100.0,KF781300.1,good,Clinostomum brieni,Eukaryota,Opisthokonta,Platyhelminthes,Trematoda,,,Clinostomum,Clinostomum brieni
1158,3,known_species,100.0,KU233695.1,good,Bembidarenas reicheellum,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidarenas,Bembidarenas reicheellum
1159,6,known_species,100.0,KP419068.1,good,Cymatodera californica,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Cymatodera,Cymatodera californica
1160,2,known_species,100.0,LC189090.1,good,Brockmanniella brockmannii,Eukaryota,,Sar,,,,Brockmanniella,Brockmanniella brockmannii
1161,2,known_species,100.0,LC222307.1,good,Spiniferites ramosus,Eukaryota,,Sar,,,,Spiniferites,Spiniferites ramosus
1162,3,known_species,100.0,AY274888.1,good,Ixodes persulcatus,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Ixodes,Ixodes persulcatus
1163,4,known_species,100.0,AY220984.1,good,Cephaleuros virescens,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,,,Cephaleuros,Cephaleuros virescens
1164,2,known_species,100.0,AB712502.1,good,Dacrymyces novae-zelandiae,Eukaryota,Opisthokonta,Basidiomycota,,,,Dacrymyces,Dacrymyces novae-zelandiae
1165,2,known_species,100.0,KC869798.1,good,Prorhynchus stagnalis,Eukaryota,Opisthokonta,Platyhelminthes,,,,Prorhynchus,Prorhynchus stagnalis
1166,2,known_species,100.0,MF190553.1,good,Pigoraptor chileana,Eukaryota,Opisthokonta,,,,,Pigoraptor,Pigoraptor chileana
1167,5,known_species,100.0,AB076640.1,good,Pontocythere subjaponica,Eukaryota,Opisthokonta,Arthropoda,,,,Pontocythere,Pontocythere subjaponica
1168,5,known_species,100.0,JX401228.1,good,Biddulphia tridens,Eukaryota,,Sar,,,,Biddulphiella,Biddulphia tridens
1169,2,known_species,100.0,JX014229.1,good,Filisoma rizalinum,Eukaryota,Opisthokonta,,,,,Filisoma,Filisoma rizalinum
1170,2,known_species,100.0,AY823715.1,good,Chlorokybus atmophyticus,Eukaryota,Viridiplantae,Streptophyta,,,,Chlorokybus,Chlorokybus atmophyticus
1171,3,known_species,100.0,KX580629.1,good,Sacciforma sacciformis,Eukaryota,,Sar,,,,Sacciforma,Sacciforma sacciformis
1172,3,known_species,100.0,KX713316.1,good,Musculus niger,Eukaryota,Opisthokonta,Mollusca,Bivalvia,,Mytilidae,Musculus,Musculus niger
1173,2,known_species,100.0,AB712488.1,good,Cerinomyces pallidus,Eukaryota,Opisthokonta,Basidiomycota,,,,Cerinomyces,Cerinomyces pallidus
1174,3,known_species,100.0,JF790978.1,good,Cyclotella choctawhatcheeana,Eukaryota,,Sar,,,,Cyclotella,Cyclotella choctawhatcheeana
1175,2,known_species,100.0,KP419106.1,good,Eustrophopsis arizonensis,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Eustrophopsis,Eustrophopsis arizonensis
1176,5,known_species,100.0,AB053254.1,good,Martiniozyma asiatica,Eukaryota,Opisthokonta,Ascomycota,,,,Martiniozyma,Martiniozyma asiatica
1177,2,known_species,100.0,HQ912658.1,good,Surirella minuta,Eukaryota,,Sar,,,,Surirella,Surirella minuta
1178,2,known_species,100.0,KM020134.1,good,Radiosphaera negevensis,Eukaryota,Viridiplantae,Chlorophyta,,,,Radiosphaera,Radiosphaera negevensis
1179,3,known_species,100.0,HM236336.1,good,Metanophrys sinensis,Eukaryota,,Sar,Intramacronucleata,,,Metanophrys,Metanophrys sinensis
1180,2,known_species,100.0,AY533146.1,good,Babesia ovis,,,,,,,Babesia,Babesia ovis
1181,6,known_species,100.0,AF087126.1,good,Smithora naiadum,Eukaryota,,Rhodophyta,,,,Smithora,Smithora naiadum
1182,4,known_species,100.0,AF421771.1,good,Paragordius tricuspidatus,Eukaryota,Opisthokonta,,,,,Paragordius,Paragordius tricuspidatus
1183,2,known_species,100.0,HM245351.1,good,Botryococcus braunii,,,,,,,Botryococcus,Botryococcus braunii
1184,4,known_species,100.0,AF091585.1,good,Bacidia rosella,Eukaryota,Opisthokonta,Ascomycota,,,,Bacidia,Bacidia rosella
1185,3,known_species,100.0,JN018293.1,good,Chernes hahnii,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Chernes,Chernes hahnii
1186,2,known_species,100.0,AF387154.1,good,Eremosphaera viridis,Eukaryota,Viridiplantae,Chlorophyta,,,,Eremosphaera,Eremosphaera viridis
1187,3,known_species,100.0,KY694965.1,good,Terrazoanthus patagonichus,Eukaryota,Opisthokonta,Cnidaria,,,,Terrazoanthus,Terrazoanthus patagonichus
1188,5,known_species,100.0,AF117989.1,good,Vulpicida pinastri,Eukaryota,Opisthokonta,Ascomycota,,,,Vulpicida,Vulpicida pinastri
1189,3,known_species,100.0,JX025560.1,good,Apostrombidium parakielum,Eukaryota,,Sar,Intramacronucleata,,,Apostrombidium,Apostrombidium parakielum
1190,3,known_species,100.0,KF855827.1,good,Anaplecta calosoma,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Anaplecta,Anaplecta calosoma
1191,2,known_species,100.0,JF790985.1,good,Thalassiosira concaviuscula,Eukaryota,,Sar,,,,Thalassiosira,Thalassiosira concaviuscula
1192,4,known_species,100.0,AY284837.1,good,Tylencholaimellus striatus,Eukaryota,Opisthokonta,Nematoda,,,,Tylencholaimellus,Tylencholaimellus striatus
1193,2,known_species,100.0,MF077703.1,good,Speleophria bivexilla,Eukaryota,Opisthokonta,Arthropoda,,,,Speleophria,Speleophria bivexilla
1194,4,known_species,100.0,LC006124.1,good,Abollifer globosa,Eukaryota,,Sar,,,,Abollifer,Abollifer globosa
1195,2,known_species,100.0,AF371971.1,good,Paramoeba pemaquidensis,,,,,,,Paramoeba,Paramoeba pemaquidensis
1196,2,known_species,100.0,FJ710863.1,good,Misgurnus anguillicaudatus,Eukaryota,Opisthokonta,Chordata,Actinopterygii,,,Misgurnus,Misgurnus anguillicaudatus
1197,3,known_species,100.0,KR607492.1,good,Hydrocytium acuminatum,Eukaryota,Viridiplantae,Chlorophyta,,,,Hydrocytium,Hydrocytium acuminatum
1198,4,known_species,100.0,EF209733.1,good,Brachypterus urticae,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Brachypterus,Brachypterus urticae
1199,7,known_species,100.0,GQ985408.1,good,Dictyococcus varians,Eukaryota,Viridiplantae,Chlorophyta,,,,Dictyococcus,Dictyococcus varians
1200,2,known_species,100.0,KJ887446.1,good,Djeziraia pardii,Eukaryota,Opisthokonta,Platyhelminthes,,,,Djeziraia,Djeziraia pardii
1201,3,known_species,100.0,KT757448.1,good,Diaphanoeca grandis,,,,,,,Diaphanoeca,Diaphanoeca grandis
1202,4,known_species,100.0,AY454431.1,good,Phaeophila dendroides,,,,,,,Phaeophila,Phaeophila dendroides
1203,2,known_species,100.0,KU180674.1,good,Steinernema glaseri,Eukaryota,Opisthokonta,Nematoda,,,,Steinernema,Steinernema glaseri
1204,2,known_species,100.0,AY050182.1,good,Amastigomonas mutabilis,Eukaryota,Apusozoa,,,,,Amastigomonas,Amastigomonas mutabilis
1205,2,known_species,100.0,KP276443.1,good,Alpaida alto,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Alpaida,Alpaida alto
1206,2,known_species,100.0,JN377724.1,good,Bursaphelenchus parathailandae,Eukaryota,Opisthokonta,Nematoda,,,,Bursaphelenchus,Bursaphelenchus parathailandae
1207,6,known_species,100.0,KJ860243.1,good,Vombisidris bilongrudi,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hymenoptera,Formicidae,Vombisidris,Vombisidris bilongrudi
1208,2,known_species,100.0,FR719957.2,good,Acaulospora lacunosa,Eukaryota,Opisthokonta,,,,,Acaulospora,Acaulospora lacunosa
1209,3,known_species,100.0,HQ912655.1,good,Lithodesmioides polymorpha,Eukaryota,,Sar,,,,Lithodesmioides,Lithodesmioides polymorpha
1210,2,known_species,100.0,LC052350.1,good,Aonchotheca putorii,Eukaryota,Opisthokonta,Nematoda,,,,Aonchotheca,Aonchotheca putorii
1211,4,known_species,100.0,KT722431.1,good,Sertularella sanmatiasensis,Eukaryota,Opisthokonta,Cnidaria,,,,Sertularella,Sertularella sanmatiasensis
1212,2,known_species,100.0,JF417992.1,good,Ive ptychoderae,Eukaryota,Opisthokonta,Arthropoda,,,,Ive,Ive ptychoderae
1213,7,known_species,100.0,AJ535175.1,good,Leptocylindrus danicus,Eukaryota,,Sar,,,,Leptocylindrus,Leptocylindrus danicus
1214,3,known_species,100.0,JX995302.1,good,Isias clavipes,Eukaryota,Opisthokonta,Arthropoda,,,,Isias,Isias clavipes
1215,7,known_species,100.0,JN631336.1,good,Gyptis golikovi,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Gyptis,Gyptis golikovi
1216,2,known_species,100.0,MF683598.1,good,Ripella tribonemae,,,,,,,Ripella,Ripella tribonemae
1217,4,known_species,100.0,AB674962.1,good,Uncinocythere occidentalis,Eukaryota,Opisthokonta,Arthropoda,,,,Uncinocythere,Uncinocythere occidentalis
1218,4,known_species,100.0,AY176294.1,good,Nereimyra punctata,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Nereimyra,Nereimyra punctata
1219,2,known_species,100.0,AY526480.2,good,Septofusidium herbarum,Eukaryota,Opisthokonta,Ascomycota,Sordariomycetes,Hypocreales,,Septofusidium,Septofusidium herbarum
1220,2,known_species,100.0,KY271654.1,good,Goniochloris smithii,Eukaryota,,Sar,,,,Goniochloris,Goniochloris smithii
1221,3,known_species,100.0,AJ271380.1,good,Exobasidium rostrupii,Eukaryota,Opisthokonta,Basidiomycota,,,,Exobasidium,Exobasidium rostrupii
1222,4,known_species,100.0,EU336092.1,good,Corypsylla ornata,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Corypsylla,Corypsylla ornata
1223,6,known_species,100.0,AY445118.1,good,Tetrapyrgos subdendrophora,Eukaryota,Opisthokonta,Basidiomycota,Agaricomycetes,Agaricales,,Metacampanella,Tetrapyrgos subdendrophora
1224,3,known_species,100.0,JF792569.1,good,Elimaea cheni,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Elimaea,Elimaea cheni
1225,3,known_species,100.0,KC512952.1,good,Dyothrips pallescens,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Dyothrips,Dyothrips pallescens
1226,2,known_species,100.0,AB849946.1,good,Rhabditolaimus anoplophorae,Eukaryota,Opisthokonta,Nematoda,,,,Rhabditolaimus,Rhabditolaimus anoplophorae
1227,4,known_species,100.0,EU821558.1,good,Munidopsis bairdii,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Decapoda,,Munidopsis,Munidopsis bairdii
1228,2,known_species,100.0,KR612271.1,good,Nothoholosticha flava,Eukaryota,,Sar,Intramacronucleata,Urostylida,,Nothoholosticha,Nothoholosticha flava
1229,2,known_species,100.0,KY011943.1,good,Longidorus hangzhouensis,Eukaryota,Opisthokonta,Nematoda,,,,Longidorus,Longidorus hangzhouensis
1230,4,known_species,100.0,KY016719.1,good,Neoramia setosa,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Neoramia,Neoramia setosa
1231,4,known_species,100.0,KP418994.1,good,Agyrtodes ovatus,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Agyrtodes,Agyrtodes ovatus
1232,3,known_species,100.0,AJ277876.1,good,Holosticha multistylata,Eukaryota,,Sar,Intramacronucleata,Urostylida,,Holosticha,Holosticha multistylata
1233,5,known_species,100.0,JF903600.1,good,Exogone fustifera,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Exogone,Exogone fustifera
1234,5,known_species,100.0,L76341.1,good,Megisthanus floridanus,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Megisthanus,Megisthanus floridanus
1235,3,known_species,100.0,JQ995174.1,good,Piptocephalis xenophila,Eukaryota,Opisthokonta,,,,,Piptocephalis,Piptocephalis xenophila
1236,3,known_species,100.0,AM491019.2,good,Chrysochromulina parva,Eukaryota,Haptista,,,,,Chrysochromulina,Chrysochromulina parva
1237,2,known_species,100.0,JX303667.1,good,Paridris laeviceps,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hymenoptera,,Paridris,Paridris laeviceps
1238,2,known_species,100.0,KJ887417.1,good,Acrumena massiliensis,Eukaryota,Opisthokonta,Platyhelminthes,,,,Acrumena,Acrumena massiliensis
