seqID,marker,cluster_id,cluster_probability
AY348851.1,ITS,15179,0.9177174
AY348850.1,ITS,15179,0.88793415
AY348846.1,ITS,8774,1.0
AY348845.1,ITS,12582,1.0
AY348842.1,ITS,5096,0.9607697
AY348840.1,ITS,-1,0.0
AY348836.1,ITS,26754,1.0
AY348835.1,ITS,13346,0.4938175
AY348834.1,ITS,10656,1.0
AY348833.1,ITS,22123,1.0
AY348832.1,ITS,5096,0.8838557
AY348831.1,ITS,5172,1.0
AY348827.1,ITS,-1,0.0
AY348826.1,ITS,14693,0.31960034
AY348825.1,ITS,10774,0.85497236
AY348822.1,ITS,10656,1.0
AY348820.1,ITS,17598,0.84587866
AY348819.1,ITS,-1,0.0
AY348816.1,ITS,10055,1.0
AY348811.1,ITS,2456,0.899799
AY348807.1,ITS,-1,0.0
AY348805.1,ITS,10195,1.0
AY348804.1,ITS,15179,0.79193765
AY348802.1,ITS,14693,0.27367818
AY348801.1,ITS,8904,1.0
AY348799.1,ITS,16491,1.0
AY348796.1,ITS,15179,0.83849007
AY348792.1,ITS,-1,0.0
AY348789.1,ITS,14807,0.85161406
AY348784.1,ITS,-1,0.0
AY348783.1,ITS,10807,1.0
AY348781.1,ITS,15179,0.8692413
AY348778.1,ITS,8774,1.0
AY348777.1,ITS,5172,1.0
AY348776.1,ITS,9743,0.9673575
AY348775.1,ITS,-1,0.0
AY348772.1,ITS,11057,1.0
AY348769.1,ITS,24118,0.68503064
AY348768.1,ITS,-1,0.0
AY348767.1,ITS,17598,0.99716604
AY348765.1,ITS,21351,1.0
AY348763.1,ITS,3230,1.0
AY348762.1,ITS,11249,1.0
AY348761.1,ITS,14475,1.0
AY348760.1,ITS,9743,1.0
AY348755.1,ITS,3230,1.0
AY348754.1,ITS,-1,0.0
AY348753.1,ITS,26612,1.0
AY348751.1,ITS,-1,0.0
AY348750.1,ITS,-1,0.0
AY348749.1,ITS,14329,1.0
AY348746.1,ITS,18573,1.0
AY390240.1,ITS,-1,0.0
AY055404.1,ITS,20003,1.0
AY055403.1,ITS,11350,0.95053685
AY055398.1,ITS,-1,0.0
AY055390.1,ITS,26129,1.0
AY055389.1,ITS,18194,0.76975447
AY055388.1,ITS,16374,0.738783
AY055387.1,ITS,7345,1.0
AY280361.1,ITS,16300,1.0
AY280359.1,ITS,3718,1.0
AY280358.1,ITS,4441,0.8808352
AY280355.1,ITS,8198,1.0
AY280354.1,ITS,14021,0.8699559
AY280353.1,ITS,5272,1.0
AY280351.1,ITS,-1,0.0
AY280350.1,ITS,-1,0.0
AY280347.1,ITS,-1,0.0
AY280345.1,ITS,-1,0.0
AY280344.1,ITS,13309,0.94778085
AY350679.1,ITS,9095,1.0
AY350678.1,ITS,10523,0.93221545
AY350677.1,ITS,22674,1.0
AY350671.1,ITS,20675,0.8517769
AY350667.1,ITS,24871,1.0
AY350657.1,ITS,24226,0.8428916
AY350651.1,ITS,26698,1.0
AF542978.1,ITS,16124,1.0
AF485251.1,ITS,-1,0.0
AF485250.1,ITS,-1,0.0
AF485249.1,ITS,7857,1.0
AF485243.1,ITS,12680,0.81147474
AF485242.1,ITS,-1,0.0
AF485240.1,ITS,-1,0.0
AF485239.1,ITS,9148,1.0
AF485234.1,ITS,-1,0.0
AF485231.1,ITS,2340,0.70427686
AF485230.1,ITS,-1,0.0
AF485229.1,ITS,2650,1.0
AF485226.1,ITS,20458,1.0
AF485224.1,ITS,8831,1.0
AF485223.1,ITS,6835,0.91583425
AF485222.1,ITS,-1,0.0
AF485221.1,ITS,21621,1.0
AF485214.1,ITS,14437,1.0
AF485213.1,ITS,7128,1.0
AF485212.1,ITS,-1,0.0
AF485210.1,ITS,10468,1.0
AF485202.1,ITS,6640,1.0
AF485199.1,ITS,-1,0.0
AF485198.1,ITS,-1,0.0
AF485197.1,ITS,-1,0.0
AF485189.1,ITS,11732,0.78929305
AF485188.1,ITS,-1,0.0
AF485187.1,ITS,17795,1.0
AF485186.1,ITS,7299,1.0
AF485185.1,ITS,13823,1.0
AF485183.1,ITS,16443,1.0
AF485181.1,ITS,15299,1.0
AF485179.1,ITS,16912,1.0
AF485175.1,ITS,-1,0.0
AF485173.1,ITS,5584,0.8859088
AF485172.1,ITS,-1,0.0
AF485170.1,ITS,12316,0.90124065
AF485165.1,ITS,-1,0.0
AF485162.1,ITS,-1,0.0
AF485161.1,ITS,-1,0.0
AF485159.1,ITS,-1,0.0
AF485158.1,ITS,-1,0.0
AF485157.1,ITS,-1,0.0
AF485152.1,ITS,6783,1.0
AF485150.1,ITS,-1,0.0
AF485146.1,ITS,-1,0.0
AF485142.1,ITS,12960,1.0
AF485140.1,ITS,-1,0.0
AF485134.1,ITS,27121,1.0
AF485130.1,ITS,4086,1.0
AF485126.1,ITS,-1,0.0
AF485119.1,ITS,16411,1.0
AF485116.1,ITS,-1,0.0
AF485112.1,ITS,-1,0.0
AF485111.1,ITS,21439,1.0
AF485108.1,ITS,17304,1.0
AF485107.1,ITS,22610,1.0
AF485102.1,ITS,20278,0.8499025
AF485098.1,ITS,12569,1.0
AF485097.1,ITS,21199,0.9201026
AF485095.1,ITS,-1,0.0
AF485094.1,ITS,-1,0.0
AF485093.1,ITS,16952,0.93326616
AF485090.1,ITS,14753,1.0
AF485089.1,ITS,-1,0.0
AF485088.1,ITS,11762,1.0
AY298720.1,ITS,-1,0.0
AY298681.1,ITS,13335,0.49986422
AY298665.1,ITS,8984,1.0
AY298655.1,ITS,23069,1.0
AY298652.1,ITS,25755,1.0
AY298649.1,ITS,-1,0.0
AY298629.1,ITS,27781,1.0
AY298618.1,ITS,-1,0.0
AY298617.1,ITS,13335,1.0
AY298600.1,ITS,26684,0.79555845
AY298595.1,ITS,27009,0.7876315
AY298573.1,ITS,11741,0.8705593
AY298543.1,ITS,13335,1.0
AY298528.1,ITS,10454,1.0
AY298527.1,ITS,10710,1.0
AY298521.1,ITS,8092,1.0
AY298489.1,ITS,27781,1.0
AY298483.1,ITS,8984,1.0
AY298466.1,ITS,4425,1.0
AY298433.1,ITS,9559,1.0
AY298430.1,ITS,-1,0.0
AY298427.1,ITS,3600,1.0
AY298416.1,ITS,25755,1.0
AY298391.1,ITS,4425,1.0
AY298374.1,ITS,-1,0.0
AY298367.1,ITS,11741,1.0
AY298365.1,ITS,10390,1.0
AY298363.1,ITS,6407,1.0
AY298360.1,ITS,-1,0.0
AF440256.1,ITS,-1,0.0
AF440252.1,ITS,-1,0.0
AF440245.1,ITS,17381,1.0
AF452234.1,ITS,-1,0.0
AF452226.1,ITS,17028,0.8229782
AF443650.1,ITS,16571,0.80075926
AF443645.1,ITS,11181,1.0
AF443638.1,ITS,19192,0.7994611
AF443636.1,ITS,-1,0.0
AF443633.1,ITS,19789,1.0
AF443632.1,ITS,17820,1.0
AF443631.1,ITS,23632,1.0
AF443630.1,ITS,-1,0.0
AF456966.1,ITS,12877,0.6683793
AF443706.1,ITS,10531,1.0
AF443676.1,ITS,-1,0.0
AF393014.1,ITS,-1,0.0
AF393013.1,ITS,-1,0.0
AF393012.1,ITS,-1,0.0
AF303425.1,ITS,22381,1.0
AF303423.1,ITS,18886,1.0
AF303414.1,ITS,21243,1.0
AF303406.1,ITS,24890,0.86829716
AY063428.1,ITS,11563,1.0
AF330100.1,ITS,26227,1.0
AF330099.1,ITS,23880,1.0
AF330098.1,ITS,19374,1.0
AF330088.1,ITS,-1,0.0
AF277754.1,ITS,13661,1.0
AF291907.1,ITS,-1,0.0
AF291905.1,ITS,17668,1.0
AF291902.1,ITS,22980,1.0
AF291901.1,ITS,-1,0.0
AF178733.1,ITS,-1,0.0
AF178732.1,ITS,-1,0.0
AF178731.1,ITS,7413,1.0
AF178730.1,ITS,18823,1.0
AF178729.1,ITS,4992,1.0
AF178727.1,ITS,-1,0.0
AF178726.1,ITS,-1,0.0
AF178725.1,ITS,-1,0.0
AF178724.1,ITS,-1,0.0
AF178723.1,ITS,958,1.0
AF178722.1,ITS,13229,0.97124875
AF178720.1,ITS,-1,0.0
AF178719.1,ITS,-1,0.0
AF178718.1,ITS,-1,0.0
AF178717.1,ITS,11511,0.71593416
AF178716.1,ITS,-1,0.0
AF178715.1,ITS,19736,1.0
AF178713.1,ITS,-1,0.0
AF178712.1,ITS,11975,0.7578352
AF178711.1,ITS,6491,1.0
AF178707.1,ITS,18876,1.0
AF178706.1,ITS,-1,0.0
AF178704.1,ITS,-1,0.0
AF178702.1,ITS,14266,0.9081217
AF193751.1,ITS,10710,1.0
AF193748.1,ITS,-1,0.0
AF193733.1,ITS,6407,1.0
AF193720.1,ITS,9672,1.0
AF193715.1,ITS,10390,1.0
AF193713.1,ITS,20917,1.0
AF193710.1,ITS,10454,1.0
AF193706.1,ITS,9672,1.0
AF193699.1,ITS,-1,0.0
AF193693.1,ITS,9005,1.0
AF193689.1,ITS,20917,1.0
AF193682.1,ITS,3600,1.0
AF193671.1,ITS,-1,0.0
AF193666.1,ITS,27009,1.0
AF163512.1,ITS,13197,0.67197603
AF163507.1,ITS,21004,1.0
AF163490.1,ITS,21104,0.97406334
AF113774.1,ITS,11223,1.0
AF113772.1,ITS,-1,0.0
AF113771.1,ITS,15172,1.0
AF113770.1,ITS,-1,0.0
AF113769.1,ITS,22384,1.0
AF113768.1,ITS,2377,1.0
AF113767.1,ITS,-1,0.0
AF113766.1,ITS,16659,1.0
AF113764.1,ITS,19939,1.0
AF113763.1,ITS,-1,0.0
AF113762.1,ITS,-1,0.0
AF113761.1,ITS,17695,0.9902566
AF113760.1,ITS,-1,0.0
AF113758.1,ITS,-1,0.0
AF147179.1,ITS,17494,1.0
AF147177.1,ITS,14208,0.9345877
AF147174.1,ITS,17491,0.9018555
AF147173.1,ITS,21129,1.0
AF147165.1,ITS,22435,1.0
AF147139.1,ITS,21129,1.0
AF147138.1,ITS,25057,1.0
AF090966.1,ITS,17022,1.0
AF090965.1,ITS,18462,0.94795275
AF090960.1,ITS,17022,1.0
AF090954.1,ITS,18499,1.0
AF090953.1,ITS,14654,0.77224046
AF031962.1,ITS,22540,1.0
AF041354.1,ITS,354,1.0
AF041353.1,ITS,354,1.0
U89911.1,ITS,7941,1.0
U75660.1,ITS,20003,0.69343656
U67099.1,ITS,20682,0.8935403
U67096.1,ITS,22558,1.0
U60542.1,ITS,18787,1.0
U60538.1,ITS,-1,0.0
U60545.1,ITS,18879,1.0
U60549.1,ITS,6691,1.0
U60548.1,ITS,22297,1.0
U60541.1,ITS,-1,0.0
U56780.1,ITS,-1,0.0
U56781.1,ITS,-1,0.0
U56809.1,ITS,5548,1.0
U56777.1,ITS,12648,1.0
U56776.1,ITS,14847,1.0
U56775.1,ITS,-1,0.0
U61265.1,ITS,1602,0.30884194
GQ119609.1,ITS,24089,0.8513149
GQ119608.1,ITS,21761,1.0
GQ119603.1,ITS,-1,0.0
GQ119595.1,ITS,22398,0.8758219
GQ119593.1,ITS,-1,0.0
GQ119592.1,ITS,9892,0.8097187
GQ119590.1,ITS,19394,1.0
GQ119587.1,ITS,19577,1.0
GQ900055.1,ITS,-1,0.0
FJ814654.1,ITS,12247,1.0
FJ814651.1,ITS,18084,0.8777068
FJ814644.1,ITS,27148,1.0
FJ814634.1,ITS,23330,0.9807512
FJ814628.1,ITS,17665,0.85161704
FJ814627.1,ITS,22737,1.0
FJ814623.1,ITS,13091,1.0
GQ889055.1,ITS,4946,1.0
GQ889053.1,ITS,11020,1.0
GQ889050.1,ITS,17002,0.75142276
GQ889049.1,ITS,19519,1.0
GQ889048.1,ITS,-1,0.0
GQ889047.1,ITS,4583,1.0
GQ889046.1,ITS,-1,0.0
GQ889045.1,ITS,18322,0.98100835
GQ889037.1,ITS,6586,1.0
GQ889036.1,ITS,-1,0.0
GQ889029.1,ITS,2053,1.0
GQ889028.1,ITS,-1,0.0
GQ889027.1,ITS,10629,0.9313669
GQ889026.1,ITS,7511,1.0
GQ889025.1,ITS,18454,1.0
GQ889023.1,ITS,6282,1.0
GQ889022.1,ITS,3634,1.0
GQ889021.1,ITS,-1,0.0
GQ889019.1,ITS,3667,1.0
GQ889017.1,ITS,12990,1.0
GQ889016.1,ITS,-1,0.0
GQ889014.1,ITS,15633,1.0
GQ889013.1,ITS,6637,1.0
GQ889012.1,ITS,-1,0.0
GQ889011.1,ITS,10979,1.0
GQ889003.1,ITS,11072,1.0
GQ889001.1,ITS,5491,1.0
GQ888998.1,ITS,9223,0.70251524
GQ888997.1,ITS,11907,1.0
GQ888996.1,ITS,-1,0.0
GQ888993.1,ITS,3666,1.0
GQ888992.1,ITS,16988,0.8393609
GQ888991.1,ITS,4050,1.0
GQ888990.1,ITS,11928,1.0
GQ888985.1,ITS,2192,0.8495293
GQ888984.1,ITS,-1,0.0
GQ888983.1,ITS,-1,0.0
GQ888979.1,ITS,8977,1.0
GQ888976.1,ITS,-1,0.0
GQ888974.1,ITS,-1,0.0
GQ888973.1,ITS,21432,1.0
GQ888970.1,ITS,-1,0.0
GQ888969.1,ITS,13033,1.0
GQ888968.1,ITS,3134,0.9046969
GQ888965.1,ITS,228,0.7475211
GQ888964.1,ITS,11546,0.8879061
GQ888957.1,ITS,5599,0.80788344
GQ888952.1,ITS,4573,1.0
GQ888951.1,ITS,14263,0.8501599
GQ888949.1,ITS,12038,1.0
GQ888948.1,ITS,9229,1.0
GQ888947.1,ITS,1131,1.0
GQ888945.1,ITS,6403,0.8554952
GQ888943.1,ITS,-1,0.0
GQ888942.1,ITS,10629,1.0
GQ888940.1,ITS,17780,0.7966297
GQ888939.1,ITS,-1,0.0
GQ888937.1,ITS,-1,0.0
GQ888935.1,ITS,6873,1.0
GQ888934.1,ITS,2961,1.0
GQ888932.1,ITS,2237,1.0
GQ888930.1,ITS,-1,0.0
GQ888929.1,ITS,3792,0.9296655
GQ888928.1,ITS,25530,1.0
GQ888923.1,ITS,-1,0.0
GQ888922.1,ITS,-1,0.0
GQ888921.1,ITS,13887,1.0
GQ888918.1,ITS,-1,0.0
GQ888916.1,ITS,6822,1.0
GQ888915.1,ITS,-1,0.0
GQ888914.1,ITS,8139,1.0
GQ888913.1,ITS,745,1.0
GQ888912.1,ITS,1400,1.0
GQ888911.1,ITS,17604,1.0
GQ888909.1,ITS,20601,1.0
GQ888908.1,ITS,6451,0.6786081
GQ888906.1,ITS,21527,1.0
GQ888905.1,ITS,15613,1.0
GQ888902.1,ITS,15613,1.0
GQ888900.1,ITS,11778,0.99935484
GQ888899.1,ITS,-1,0.0
GQ888897.1,ITS,-1,0.0
GQ888896.1,ITS,11778,1.0
GQ888892.1,ITS,-1,0.0
GQ888890.1,ITS,13034,1.0
GQ888887.1,ITS,18071,0.92175657
GQ888886.1,ITS,22722,1.0
GQ888885.1,ITS,-1,0.0
GQ888884.1,ITS,-1,0.0
GQ888883.1,ITS,-1,0.0
GQ888882.1,ITS,5031,1.0
GQ888880.1,ITS,18627,0.8991207
GQ888879.1,ITS,7576,1.0
GQ888878.1,ITS,19716,1.0
GQ888877.1,ITS,-1,0.0
GQ424609.1,ITS,25365,1.0
GQ424607.1,ITS,14596,0.8075381
GQ424606.1,ITS,19121,0.7308003
FJ527796.1,ITS,-1,0.0
FJ527788.1,ITS,-1,0.0
FJ763253.1,ITS,17779,1.0
FJ763252.1,ITS,23525,1.0
FJ763251.1,ITS,20482,0.9777801
FJ763246.1,ITS,27185,1.0
FJ763245.1,ITS,26022,1.0
FJ763237.1,ITS,24510,1.0
FJ763236.1,ITS,-1,0.0
FJ763235.1,ITS,25140,1.0
FJ763230.1,ITS,25566,1.0
FJ763225.1,ITS,24449,1.0
FJ763224.1,ITS,21241,0.9779918
FJ763222.1,ITS,21384,1.0
FJ763220.1,ITS,19832,0.91871196
FJ763217.1,ITS,18921,0.8274247
FJ763210.1,ITS,23354,1.0
FJ763207.1,ITS,-1,0.0
FJ763206.1,ITS,16700,0.9441534
FJ763205.1,ITS,20660,1.0
FJ763204.1,ITS,15412,0.71042335
FJ763201.1,ITS,-1,0.0
FJ763197.1,ITS,26858,1.0
FJ763196.1,ITS,-1,0.0
FJ763193.1,ITS,26026,1.0
FJ980446.1,ITS,4317,1.0
FJ980444.1,ITS,-1,0.0
FJ980437.1,ITS,19171,0.8059554
FJ980424.1,ITS,18603,1.0
FJ980413.1,ITS,-1,0.0
FJ980408.1,ITS,-1,0.0
FJ980404.1,ITS,20740,1.0
FJ980399.1,ITS,4603,1.0
FJ980395.1,ITS,16697,1.0
FJ980388.1,ITS,-1,0.0
FJ980384.1,ITS,12969,1.0
FJ980372.1,ITS,11687,0.8899073
FJ980367.1,ITS,11379,0.8201806
FJ980360.1,ITS,18093,0.9143785
FJ980356.1,ITS,11599,1.0
FJ980342.1,ITS,14985,1.0
FJ980323.1,ITS,-1,0.0
FJ980317.1,ITS,16787,1.0
FJ980312.1,ITS,14983,0.9245734
FJ980306.1,ITS,19534,1.0
FJ980294.1,ITS,13172,0.855105
FJ980287.1,ITS,-1,0.0
FJ196293.1,ITS,5176,1.0
FJ196291.1,ITS,-1,0.0
FJ697071.1,ITS,9051,1.0
FJ697068.1,ITS,-1,0.0
FJ697063.1,ITS,9051,0.75766635
FJ697058.1,ITS,16564,1.0
FJ697055.1,ITS,9897,1.0
FJ697053.1,ITS,25836,1.0
FJ697049.1,ITS,-1,0.0
FJ697044.1,ITS,22847,1.0
FJ697043.1,ITS,11281,0.82530504
FJ697039.1,ITS,15834,1.0
FJ697038.1,ITS,4511,1.0
FJ697036.1,ITS,-1,0.0
FJ697033.1,ITS,-1,0.0
FJ697029.1,ITS,10912,1.0
FJ697018.1,ITS,17989,0.89073426
FJ697012.1,ITS,10897,1.0
FJ696999.1,ITS,12851,0.9190997
FJ696994.1,ITS,12851,1.0
FJ696989.1,ITS,-1,0.0
FJ696974.1,ITS,-1,0.0
FJ696970.1,ITS,-1,0.0
FJ696966.1,ITS,12736,1.0
FJ696962.1,ITS,5590,1.0
FJ696961.1,ITS,-1,0.0
FJ639970.1,ITS,7601,1.0
FJ639969.1,ITS,16858,0.6491035
FJ639964.1,ITS,16324,1.0
FJ639953.1,ITS,20004,1.0
FJ004888.1,ITS,-1,0.0
FJ004887.1,ITS,-1,0.0
FJ004886.1,ITS,7807,1.0
FJ004885.1,ITS,11348,1.0
FJ004884.1,ITS,-1,0.0
FJ004883.1,ITS,6225,0.93679374
FJ004882.1,ITS,20886,0.7600096
FJ004879.1,ITS,23834,0.8845274
FJ004874.1,ITS,-1,0.0
FJ004857.1,ITS,2099,1.0
FJ004856.1,ITS,2099,0.75584173
FJ004855.1,ITS,537,1.0
FJ004851.1,ITS,11229,0.911588
FJ004849.1,ITS,10365,1.0
FJ548986.1,ITS,12865,1.0
FJ548981.1,ITS,14212,1.0
EU735931.1,ITS,15799,1.0
EU735927.1,ITS,18510,0.85480005
EU735921.1,ITS,-1,0.0
EU735915.1,ITS,23878,0.8929306
EU735914.1,ITS,20005,0.6978034
EU735912.1,ITS,23424,1.0
EU735906.1,ITS,15799,1.0
EU735901.1,ITS,17880,1.0
EU735900.1,ITS,15799,0.8903231
EU735898.1,ITS,20287,0.9725777
EU735895.1,ITS,19364,0.9068265
EU735892.1,ITS,17010,0.9558412
EU735891.1,ITS,-1,0.0
EU735887.1,ITS,17880,1.0
EU735881.1,ITS,18074,1.0
EU559677.1,ITS,20115,1.0
EU559675.1,ITS,3205,1.0
EU559674.1,ITS,7613,1.0
EU559671.1,ITS,20115,1.0
EU559670.1,ITS,20050,1.0
EU559666.1,ITS,-1,0.0
EU559665.1,ITS,21243,1.0
EU559658.1,ITS,-1,0.0
EU559653.1,ITS,22224,0.89767087
EU854169.1,ITS,-1,0.0
EU854167.1,ITS,4990,1.0
EU620328.1,ITS,9612,1.0
EU620304.1,ITS,6789,0.78241396
EU620302.1,ITS,17964,1.0
EU620291.1,ITS,-1,0.0
EU620290.1,ITS,13596,1.0
EU620289.1,ITS,9866,0.91832143
EU582687.1,ITS,26147,1.0
EU579793.1,ITS,21510,1.0
EU579792.1,ITS,-1,0.0
EU579786.1,ITS,12773,0.91929096
EU579784.1,ITS,16575,1.0
EU579783.1,ITS,11631,0.6289803
EU579778.1,ITS,20828,1.0
EU579776.1,ITS,25655,1.0
EU579775.1,ITS,21490,1.0
EU579773.1,ITS,25707,1.0
EU579769.1,ITS,-1,0.0
EU579766.1,ITS,16575,0.8453005
EU579763.1,ITS,11365,1.0
EU579762.1,ITS,26554,1.0
EU579761.1,ITS,22856,0.990139
EU579759.1,ITS,14773,0.9290849
EU579750.1,ITS,20033,1.0
EU579749.1,ITS,-1,0.0
EU579748.1,ITS,20144,1.0
EU579741.1,ITS,-1,0.0
EU579739.1,ITS,25371,0.7975025
EU579732.1,ITS,27318,1.0
EU579731.1,ITS,18095,1.0
EU579730.1,ITS,26650,1.0
EU579728.1,ITS,-1,0.0
EU579723.1,ITS,22450,1.0
EU579720.1,ITS,25707,0.6837624
EU579712.1,ITS,17878,1.0
EU579708.1,ITS,23308,1.0
EU579706.1,ITS,19249,0.975787
EU579705.1,ITS,22581,1.0
EU579700.1,ITS,-1,0.0
EU579697.1,ITS,21505,0.96353215
EU579696.1,ITS,21505,1.0
EU579695.1,ITS,12773,1.0
EU579692.1,ITS,22450,1.0
EU579691.1,ITS,13759,1.0
EU579690.1,ITS,19678,0.77853876
EU579689.1,ITS,20687,1.0
EU579686.1,ITS,12773,1.0
EU579683.1,ITS,18595,0.60116553
EU579681.1,ITS,20953,0.60455203
EU617193.1,ITS,8271,1.0
EU617152.1,ITS,5998,1.0
EU617129.1,ITS,-1,0.0
EU617047.1,ITS,4441,1.0
EU617045.1,ITS,-1,0.0
EU617041.1,ITS,11101,0.78777003
EU544001.1,ITS,-1,0.0
EU681212.1,ITS,9590,0.96902657
EU681197.1,ITS,8960,1.0
EU339825.1,ITS,-1,0.0
EU339817.1,ITS,24670,1.0
EU339816.1,ITS,9795,1.0
EU339815.1,ITS,12614,0.828788
EU339797.1,ITS,15956,1.0
EU339795.1,ITS,21220,1.0
EU339766.1,ITS,12373,0.8225715
EU339764.1,ITS,22295,1.0
EU339762.1,ITS,24691,1.0
EU339758.1,ITS,19242,1.0
EU339756.1,ITS,13397,1.0
EU339753.1,ITS,16480,1.0
EU339752.1,ITS,26116,1.0
EU339750.1,ITS,12788,1.0
EU339736.1,ITS,15674,0.8274155
EU339732.1,ITS,17790,1.0
EU339727.1,ITS,14190,1.0
EU339725.1,ITS,7201,1.0
EU339721.1,ITS,15405,0.8048455
EU168991.1,ITS,9936,1.0
EU168987.1,ITS,-1,0.0
EU168964.1,ITS,12741,1.0
EU168963.1,ITS,7556,1.0
EU168962.1,ITS,15846,0.70832
EU391953.1,ITS,1873,0.54868376
EU391916.1,ITS,5886,0.83252
EU391884.1,ITS,-1,0.0
EU391841.1,ITS,3216,1.0
EU391832.1,ITS,13057,1.0
EU314903.1,ITS,11576,1.0
EU314890.1,ITS,-1,0.0
EU314884.1,ITS,3974,1.0
EU314882.1,ITS,8656,0.78956157
EU314880.1,ITS,9401,0.5904623
EU314878.1,ITS,3268,1.0
EU314877.1,ITS,-1,0.0
EU314868.1,ITS,4425,0.37406525
EU314858.1,ITS,3974,1.0
EU314856.1,ITS,1988,1.0
EU314847.1,ITS,-1,0.0
EU314846.1,ITS,17592,1.0
EU314844.1,ITS,23546,1.0
EU314842.1,ITS,-1,0.0
EU314839.1,ITS,11105,1.0
EU240717.1,ITS,17523,1.0
EU240709.1,ITS,23449,0.9129282
EU240705.1,ITS,19382,0.79527617
EU240696.1,ITS,-1,0.0
EU240686.1,ITS,22237,0.98109233
EU240677.1,ITS,-1,0.0
EF584979.1,ITS,26240,1.0
EF584973.1,ITS,27049,1.0
EF584958.1,ITS,17852,1.0
EF584945.1,ITS,22387,0.920853
EF584933.1,ITS,7201,0.9940848
EF584916.1,ITS,7366,0.85831636
EU095504.1,ITS,-1,0.0
EU124008.1,ITS,-1,0.0
EF530259.1,ITS,-1,0.0
EF530255.1,ITS,-1,0.0
EF530249.1,ITS,18893,1.0
EF530248.1,ITS,22748,0.8395908
EF530247.1,ITS,13366,1.0
EF530244.1,ITS,9195,1.0
EF530242.1,ITS,6090,1.0
EF530236.1,ITS,-1,0.0
EF530235.1,ITS,-1,0.0
EF530233.1,ITS,-1,0.0
EF530231.1,ITS,12418,0.849632
EF530229.1,ITS,16994,0.8789429
EF530226.1,ITS,11031,0.7525926
EF530223.1,ITS,-1,0.0
EF530222.1,ITS,10531,1.0
EF530220.1,ITS,18318,1.0
EF530218.1,ITS,2445,1.0
EF569346.1,ITS,23525,1.0
EF569332.1,ITS,-1,0.0
EF569325.1,ITS,11241,1.0
EF569316.1,ITS,22014,1.0
EF569312.1,ITS,17965,1.0
EF569310.1,ITS,13354,1.0
EF569307.1,ITS,-1,0.0
EF569291.1,ITS,-1,0.0
EF569288.1,ITS,24152,1.0
EF569287.1,ITS,-1,0.0
EF660595.1,ITS,-1,0.0
EF660593.1,ITS,-1,0.0
EF660592.1,ITS,2458,1.0
EF660591.1,ITS,42,0.5617704
EF660590.1,ITS,-1,0.0
EF660589.1,ITS,2035,1.0
EF660588.1,ITS,2158,1.0
EF660587.1,ITS,-1,0.0
EF660586.1,ITS,-1,0.0
EF660585.1,ITS,-1,0.0
EF660584.1,ITS,-1,0.0
EF660583.1,ITS,3249,1.0
EF660578.1,ITS,-1,0.0
EF660575.1,ITS,-1,0.0
EF660574.1,ITS,-1,0.0
EF660572.1,ITS,4191,1.0
EF660571.1,ITS,-1,0.0
EF660569.1,ITS,-1,0.0
EF196073.1,ITS,10596,1.0
EF196071.1,ITS,6863,0.7734181
EF196068.1,ITS,7132,0.6758374
EF196067.1,ITS,14567,1.0
EF196064.1,ITS,-1,0.0
EF196059.1,ITS,-1,0.0
EF196054.1,ITS,16568,1.0
EF196050.1,ITS,23373,1.0
EF196045.1,ITS,-1,0.0
EF196033.1,ITS,10981,1.0
EF196031.1,ITS,-1,0.0
EF196030.1,ITS,-1,0.0
EF196026.1,ITS,7132,1.0
EF196024.1,ITS,14770,1.0
EF196020.1,ITS,16568,1.0
EF196019.1,ITS,-1,0.0
EF196006.1,ITS,7132,1.0
EF195993.1,ITS,10981,1.0
EF195979.1,ITS,-1,0.0
EF195977.1,ITS,-1,0.0
EF195972.1,ITS,9307,1.0
EF195969.1,ITS,-1,0.0
EF195967.1,ITS,23373,1.0
EF195962.1,ITS,-1,0.0
EF195958.1,ITS,6863,0.82526714
EF195957.1,ITS,10408,1.0
EF195948.1,ITS,-1,0.0
EF196899.1,ITS,24198,1.0
EF196897.1,ITS,14246,1.0
EF196895.1,ITS,22750,1.0
EF196884.1,ITS,13447,0.9855779
EF196881.1,ITS,15375,0.9272006
EF196876.1,ITS,13736,0.68207276
EF095740.1,ITS,-1,0.0
EF095739.1,ITS,13108,1.0
EF095738.1,ITS,-1,0.0
EF095736.1,ITS,-1,0.0
EF095735.1,ITS,6403,0.9351421
EF095734.1,ITS,12044,1.0
EF095732.1,ITS,13485,0.84977174
EF095731.1,ITS,11879,1.0
EF057110.1,ITS,20190,0.922391
EF057106.1,ITS,5164,1.0
EF374152.1,ITS,21258,1.0
EF043013.1,ITS,22378,1.0
EF043009.1,ITS,10287,0.72595245
DQ985633.1,ITS,-1,0.0
DQ985632.1,ITS,-1,0.0
DQ985626.1,ITS,1686,0.9560414
DQ985621.1,ITS,-1,0.0
GU566622.1,ITS,-1,0.0
GU566613.1,ITS,18020,0.89671165
GQ181106.1,ITS,14430,0.55443287
GQ181095.1,ITS,26451,1.0
GQ181092.1,ITS,7410,1.0
GQ181078.1,ITS,17991,0.8582043
GQ181077.1,ITS,-1,0.0
GQ181071.1,ITS,10555,0.85638785
GQ181069.1,ITS,-1,0.0
GQ181066.1,ITS,12761,0.9734447
GQ181065.1,ITS,8509,1.0
